S No,name,type,review,totreviews,image-src,time,about
120,Azhakodi Devi Temple,Points of Interest & Landmarks,4.5,20 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/d2/33/6d/serene-environment-in.jpg?w=900&h=600&s=1,Not Available,Not Available
121,Janaki Forest,Forests,4,16 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/0c/0c/0b/janaki-forest.jpg?w=900&h=600&s=1,10:00 AM - 5:00 PM,Temporarily Closed
122,Regional Science Centre & Planetarium,Points of Interest & Landmarks,4.5,13 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f9/d6/bf/entrance.jpg?w=900&h=600&s=1,10:00 AM - 6:30 PM,Not Available
123,Regional Science Centre & Planetarium,Science Museums,4.5,13 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f9/d6/bf/entrance.jpg?w=900&h=600&s=1,10:00 AM - 6:30 PM,Not Available
124,Regional Science Centre & Planetarium,Observatories & Planetariums,4.5,13 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f9/d6/bf/entrance.jpg?w=900&h=600&s=1,10:00 AM - 6:30 PM,Not Available
125,Thiruvachira Sree Krishna Temple,Points of Interest & Landmarks,4.5,12 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/a5/89/b2/thiruvachira-sree-krishna.jpg?w=1000&h=800&s=1,Not Available,Not Available
126,Focus Mall,Shopping Malls,4,74 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/b9/dc/81/mall.jpg?w=1000&h=800&s=1,Not Available,Not Available
127,Kadalundi Bird Sanctuary,Nature & Wildlife Areas,4,24 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/2b/f7/83/karimeen-fry-served-at.jpg?w=1000&h=800&s=1,7:00 AM - 5:00 PM,"It is 29 km from Tirur Town centre and 19 km from Kozhikode city centre. The nearest airport is Karipur International Airport, Malappuram."
128,Mishkal Mosque,Religious Sites,4,29 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f9/f1/a9/front-view.jpg?w=900&h=600&s=1,Not Available,Not Available
129,Pazhassiraja Museum and Art Gallery,Speciality Museums,4,24 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/82/2e/4f/entrance-to-the-pazhassiraja.jpg?w=900&h=600&s=1,Not Available,Not Available
130,Payyoli Beach,Beaches,4.5,21 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/4e/e5/5d/payyoli-beach.jpg?w=1000&h=800&s=1,Not Available,Not Available
131,HiLITE Mall,Shopping Malls,4,75 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/dc/d4/25/hilite-mall-ariel-view.jpg?w=1000&h=800&s=1,9:30 AM - 10:30 PM,Not Available
132,Crown Theatre,Theatres,4.5,58 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/08/42/3b/crown-theatre.jpg?w=1000&h=800&s=1,Not Available,Not Available
133,Kozhippara Falls,Waterfalls,4.5,48 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/fe/74/93/kozhippara-waterfalls.jpg?w=900&h=600&s=1,Not Available,Not Available
134,Mananchira Square,Parks,4,143 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/db/0e/a7/mananchira-square.jpg?w=900&h=600&s=1,3:30 PM - 8:00 PM,Not Available
135,Greens Ayurveda,Health Clubs,5,161 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/86/b2/d5/our-reception-block.jpg?w=900&h=600&s=1,12:00 AM - 11:59 PM,"Ayurvedic Panchakarma hospital and Ayurveda Yoga, Nutrition, Chakra, Marma- study /training center, Dental Clinic, Boutique, Beauty Spa clinic - with 17 treatment rooms and 46 guest rooms, with +50 staffs and 7 full time doctors( 3 resident Doctors - staying in the campus). We host individual and Group programs for health holidays and retreats. This Ayurvedic treatment and wellness center situated at Azhiyur, a Kerala village- India. All classical ayurveda medicines are manufacturing with pure quality herbs. We have a consultancy unit which provide all ayurveda instruments and medicines, technical hands to start/ improve ayurveda centers worldwide. exporting medicines globally. conducting workshops and training program across the sea"
136,Greens Ayurveda,Yoga & Pilates,5,161 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/86/b2/d5/our-reception-block.jpg?w=900&h=600&s=1,12:00 AM - 11:59 PM,"Ayurvedic Panchakarma hospital and Ayurveda Yoga, Nutrition, Chakra, Marma- study /training center, Dental Clinic, Boutique, Beauty Spa clinic - with 17 treatment rooms and 46 guest rooms, with +50 staffs and 7 full time doctors( 3 resident Doctors - staying in the campus). We host individual and Group programs for health holidays and retreats. This Ayurvedic treatment and wellness center situated at Azhiyur, a Kerala village- India. All classical ayurveda medicines are manufacturing with pure quality herbs. We have a consultancy unit which provide all ayurveda instruments and medicines, technical hands to start/ improve ayurveda centers worldwide. exporting medicines globally. conducting workshops and training program across the sea"
137,Greens Ayurveda,Spas,5,161 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/86/b2/d5/our-reception-block.jpg?w=900&h=600&s=1,12:00 AM - 11:59 PM,"Ayurvedic Panchakarma hospital and Ayurveda Yoga, Nutrition, Chakra, Marma- study /training center, Dental Clinic, Boutique, Beauty Spa clinic - with 17 treatment rooms and 46 guest rooms, with +50 staffs and 7 full time doctors( 3 resident Doctors - staying in the campus). We host individual and Group programs for health holidays and retreats. This Ayurvedic treatment and wellness center situated at Azhiyur, a Kerala village- India. All classical ayurveda medicines are manufacturing with pure quality herbs. We have a consultancy unit which provide all ayurveda instruments and medicines, technical hands to start/ improve ayurveda centers worldwide. exporting medicines globally. conducting workshops and training program across the sea"
138,S.M. Street,Neighbourhoods,4,138 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/72/96/b5/img-20180903-151209-largejpg.jpg?w=900&h=600&s=1,Not Available,Not Available
139,Beypore Beach,Beaches,4,249 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/2f/ee/ad/beypore-beach.jpg?w=1000&h=800&s=1,Not Available,Not Available
140,Kariyathumpara,Points of Interest & Landmarks,4.5,18 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/75/92/24/kariyathumpara.jpg?w=1000&h=800&s=1,Not Available,Not Available
141,Tali Temple,Religious Sites,4.5,159 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/76/88/a2/img-20180904-071622-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
142,Sargaalaya,Points of Interest & Landmarks,4.5,64 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e1/3f/58/an-aerial-view.jpg?w=1000&h=800&s=1,Not Available,"Sargaalaya, the Kerala Arts & Crafts village in Kerala is an initiative by the Department of Tourism, Government of Kerala. The Village is a craft cluster that was conceptualized as a tourism destination, developed and implemented on the Responsible Tourism model. It is an initiative to put Kerala's traditional handicrafts on the tourism trail. Sargaalaya focuses on creating a tourist destination,"
143,Kozhikode Beach,Beaches,3.5,554 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/31/6b/92/kozhikode-beach.jpg?w=1000&h=800&s=1,Not Available,Not Available
144,Kappad Beach,Historic Sites,4,428 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d5/18/2b/psx-20170319-125048-largejpg.jpg?w=900&h=600&s=1,Not Available,Not Available
145,Kappad Beach,Beaches,4,428 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d5/18/2b/psx-20170319-125048-largejpg.jpg?w=900&h=600&s=1,Not Available,Not Available
146,Kovilakoms,Historic Sites,4,5 reviews,Not Available,Not Available,Not Available
147,Biyyam Kayal Backwater,Bodies of Water,3.5,9 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/a2/c2/e8/filename-dscf2435-jpg.jpg?w=1000&h=800&s=1,Not Available,"It is an excellent lake with great scenic views and still more interesting, can be accessed from both south and north by the Kanoli canal. Unfortunately the Tourism department is unaware of its potential and hence no active promotion as tourist destination. Tourists reach there by chance rather than by design or planning. There can be boating facility across Kanoli canal with Biyyam as an interim halt which should attract tourists in hoards. Such lakes are rare in Northern Kerala and hence still more importance to be accorded. Persoanlly, I had been there first in professional capacity when I 'discovered' the lake after which I go there once in a while. It is easy to cultivate friendship with local boat men who can be ready to help when you reach there on advance communication. Of course, citizensof Ponnani are the most friendly type in South Western part of the peninsula."
148,Aqua Wave Swimming Pool,Bodies of WaterParksGardens,5,2 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/75/9b/eb/20201220-035627-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
149,Lalitha Kala Academy,Points of Interest & Landmarks,4,5 reviews,Not Available,Not Available,Not Available
150,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
151,Tirumanthamkunnu Temple,Points of Interest & Landmarks,4.5,3 reviews,Not Available,Not Available,Not Available
152,Kadalundi Bird Sanctuary,Nature & Wildlife Areas,4,8 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/1f/09/02/kadalundi-bird-sanctuary.jpg?w=1000&h=800&s=1,Not Available,Not Available
153,Thrikkavu Temple,Religious Sites,5,2 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/51/70/e1/img-20171119-121606-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
154,Pazhayangadi Mosque,Religious Sites,4.5,4 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f8/f8/42/pazhayangadi-mosque.jpg?w=1000&h=800&s=1,Not Available,Not Available
155,Valamthode Falls,Waterfalls,4.5,5 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/4b/a4/d9/b612-20170815-155320.jpg?w=1000&h=800&s=1,Not Available,Not Available
156,Bharathapuzha River,Bodies of Water,4,13 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d3/fe/90/bharathapuzha-river.jpg?w=1000&h=800&s=1,Not Available,"Originating from Anamalai hills Bharathapuzha flows along three districts with several tributaries joining ends up in the sea near Ponnani. It is also called Nila and has many cultural significance like ""Mamangam"" the age old festival during the Chera dynasty which was conducted on the banks of the river once in every twelve years from 14th century to 18th century, the ""Kerala Kalamandalam"" a center for Indian performing arts which is in Cheruthuruthy on the banks of the river and above all the birth place of several renowned poets and writers of Kerala like Kunchan Nambiar, M.T. Vasudevan Nambiar, O.V. Vijayan, V.K.N., M. Sukumaran etc... Bharathapuzha has become the part of the life of people of Malabar, the entire cultivation is dependent on the water of the river. We can take bath, swim etc in several places named ""Kadavu"" and during rainy season the river overflows in many places and may be bit dangerous."
157,Padinharekara Beach,Beaches,4.5,5 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/1c/b1/21/padinharekara-beach.jpg?w=1000&h=800&s=1,Not Available,Not Available
158,Central Forest Nursery,ForestsFarms,4.5,8 reviews,Not Available,Not Available,It was a cold rainy day but worth yhe trip up the range to this lovely little oasis of a native nursery in the fabulous town of Maleny on Sunshine coast hinterland. We were suprised and delighted to find a well organised and extensive range of well labeled plants and some we had been chasing for our property. They have garden and sustainabiluty gifts and even a bookstore section so picked up a textbook we needed also. they sell boomerang bags and even nest boxes of many varieties. Have an impressive loyaty card system if you are driving through the area semi regularly or almost local it would be worth signing up. Helpful friendly staff who left us to browse with no pressure and assisted as required.
159,Thunchan,Speciality Museums,4,17 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/55/d8/22/img-20180827-105653-largejpg.jpg?w=1000&h=800&s=1,Not Available,"Thunjan parambu is a place about two km from Tirur town in Malappuram District of Kerala. This is the birth place of Thunjathu Ramanujan Ezhuthachan Father of present day Malayalam Language. In latter part of his life he lived in Chittur in Palakkad District. He is known for translating epics like Ramayana, Mahabharatha etc.. This place is presently managed by a trust. There is a museum, open air auditorium, library, cottages, dormitories etc. There is no entry fee at this place. But there is entrance fee for museum, Photography even using mobile phone is charged. Week long  thunjan festival is conducted every year."
160,Ponnani Juma Masjid (Makkah of Kerala Muslims),Architectural BuildingsReligious Sites,4.5,7 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c2/43/17/valiya-juma-masjid-ponnani.jpg?w=1000&h=800&s=1,Not Available,"The six century old Ponnani Juma Masjid which is believed to have built by Zainuddin Makdoom I, the desendent of an Arab Theologian who visited Ponnani became a learning center of Islam. The famous book ""Tuhfatul Mujahideen"" about the historical account of Malabar was written by Zainuddin Makdoom II staying in this mosque. The Masjid was constructed in Keral style Architecture mainly using wood and the tomb of the Hindu carpenter who later converted to Islam and named Ashari Thangal and Zainuddin Makdoom I is in the Masjid compound.  A lamp used by Zainuddin Makdoom II and an ancient sword are still in the masjid. The Masjid is still in perfect condition and the annual festival (Nercha) is during the month of March/April."
161,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
162,Mini Ooty,Lookouts,4,32 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/41/2a/8d/cheruppadimala.jpg?w=1000&h=800&s=1,Not Available,Not Available
163,Adyanpara Waterfalls,Waterfalls,4,43 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/4b/9f/07/adyanpara-waterfalls.jpg?w=1000&h=800&s=1,10:00 AM - 5:00 PM,Not Available
164,Kumaragiri Farm & Nature Camp,Farms,4.5,21 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/d3/5a/90/kumaragiri-farm-nature.jpg?w=1000&h=800&s=1,10:00 AM - 5:00 PM,Farmkamp Kumaragiri estates is a family held rubber plantation in Kerala.Visitors can enjoy the beauty of Kerala by staying in this plantation itself since travelling in Kerala during the monsoon is a terrible experience.The estates are open to visitors only during Monsoon months starting June till December.The visitors can enjoy kerala cuisine and the greenery of hills by staying in this 1500 acre farm. There is small forest stretch within the plantation and the night treks are worth experiencing. Coconuts and other spices are also grown along with coffee and cardamom on top of the hills going up to 1200 feet above msl. A visitor to the camp can use the natural pool and experience the agricultural practices and just relax in luxury of nature.A trip to UNESCO heritage labelled spot- Silent Valley is an added attraction for visiting the Farmkamp at Kumaragiri Estates. Other interesting areas for visiting around the Farmkamp is the Nilambur forest division.
165,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
166,Nedumkayam,Forests,4.5,20 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/13/98/1b/nedumkayam-bridge-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
167,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
168,Kottakkunnu,Points of Interest & Landmarks,4,49 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/41/2c/6f/kottakunnu-park.jpg?w=1000&h=800&s=1,Not Available,Not Available
169,Kadampuzha Bhagavathy Temple,Religious Sites,4.5,34 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/10/4b/77/entrance-of-the-temple.jpg?w=1000&h=800&s=1,Not Available,Not Available
170,Kodikuthimala,Points of Interest & LandmarksGeologic Formations,4.5,19 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/75/4f/07/photo1jpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
171,Conolly's Plot,Forests,4.5,57 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/1c/5a/97/conolly-s-plot.jpg?w=1000&h=800&s=1,Not Available,Not Available
172,Thirumandhamkunnu Bhagavathy Temple,Religious Sites,4.5,45 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/96/88/56/thirumandhamkunnu-bhagavathy.jpg?w=1000&h=800&s=1,Not Available,Not Available
173,Thirunavaya Sree Nava Mukunda Temple,Religious Sites,4.5,18 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/0f/81/95/inside-the-temple-premises.jpg?w=1000&h=800&s=1,Not Available,"Even though Kuttippuram is the nearest railway station for express trains ( Thirunavaya Station is there but only passenger trains stop), for my train from Chennai, I had to get down at Thirur station, the next nearest station. It's 10 km from Thirur railway station. Limited non AC Accomodation is available at Temple with prior tele booking. Temple is an ancient sacred beautiful Vishnu temple on the banks of Bharatapuzha river. Devotees come here for performing rites to ancestor's in family. You need to take token at the temple opens at 5 am.  Parking spaces are available. Nearby restaurants are limited but available."
174,Nilambur Teak Museum,Speciality Museums,4.5,78 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/e4/ee/be/img-20181001-wa0027-largejpg.jpg?w=1000&h=800&s=1,Not Available,Not Available
175,Panniyur Sri Varahamurthy Temple,Points of Interest & Landmarks,5,2 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/12/d0/bc/the-panniyur-sri-varahamurthy.jpg?w=1000&h=800&s=1,Not Available,Not Available
176,Panniyur Sri Varahamurthy Temple,Religious Sites,5,2 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/12/d0/bc/the-panniyur-sri-varahamurthy.jpg?w=1000&h=800&s=1,Not Available,Not Available
177,Ahalia Health Heritage & Knowledge Village,Historic Walking Areas,5,1 review,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c5/a3/76/the-ahalia-heritage-village.jpg?w=1000&h=800&s=1,Not Available,Not Available
178,Kanjaripuzha Dam,Dams,4.5,6 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/cd/ab/52/kanjaripuzha-dam.jpg?w=1000&h=800&s=1,Not Available,Not Available
179,Sree Viswanatha Swamy Temple,Religious Sites,4.5,5 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/5d/f6/a4/sree-viswanatha-swamy.jpg?w=1000&h=800&s=1,Not Available,Not Available
180,Fantasy Park,Amusement & Theme Parks,3.5,27 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/89/85/01/fantasy-park.jpg?w=900&h=600&s=1,Not Available,Not Available
181,Varikkasseri Mana,Historic Sites,4.5,7 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8d/5e/18/varikkasseri.jpg?w=900&h=600&s=1,9:00 AM - 5:00 PM,Not Available
182,Varikkasseri Mana,Architectural Buildings,4.5,7 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8d/5e/18/varikkasseri.jpg?w=900&h=600&s=1,9:00 AM - 5:00 PM,Not Available
183,Mangalam Dam,Dams,4,14 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/10/a3/0d/reservoir.jpg?w=900&h=600&s=1,Not Available,Not Available
184,Jain Temple Palghat,Religious Sites,4.5,6 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/cc/45/bb/jain-temple-palghat.jpg?w=900&h=600&s=1,Not Available,Not Available
185,Shanthi Ayurveda Ashram,Spas,4.5,49 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/53/65/99/shanthi-ayurveda-ashram.jpg?w=900&h=600&s=1,9:00 AM - 5:00 PM,Not Available
186,Parambikulam Dam,Dams,4.5,12 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/91/42/01/parambikulam-dam.jpg?w=900&h=600&s=1,7:00 AM - 4:30 PM,Not Available
187,Malampuzha Dam,Points of Interest & Landmarks,4.5,13 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/1c/f2/c4/acquarium-complex-outside.jpg?w=900&h=600&s=1,Not Available,Not Available
188,Meenvallam Waterfalls,Waterfalls,4.5,13 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/09/ad/02/meenvallam-waterfalls.jpg?w=900&h=600&s=1,Not Available,Not Available
189,Pothundi Dam,Dams,4,45 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/f8/59/e8/pothundi-dam.jpg?w=900&h=600&s=1,Not Available,Not Available
190,Nelliyampathy Hills,Mountains,4.5,62 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/89/e3/43/view-of-pothundy-reservoir.jpg?w=900&h=600&s=1,Not Available,Not Available
191,Meenkulathi Bhagavathi AmmanTemple,Religious Sites,4,10 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/96/77/38/temple.jpg?w=900&h=600&s=1,Not Available,Not Available
192,Siruvani Reservoir,Bodies of Water,4.5,14 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/11/4e/65/siruvani-reservoir.jpg?w=900&h=600&s=1,Not Available,Not Available
193,Malampuzha Rock Garden,Gardens,4,45 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/0d/20/29/malampuzha-rock-garden.jpg?w=900&h=600&s=1,Not Available,Not Available
194,Dhoni Waterfalls,Waterfalls,4,36 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/05/9c/8a/dhoni-waterfalls.jpg?w=900&h=600&s=1,Not Available,Not Available
195,Attapadi Reserve Forest,Forests,4.5,19 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/df/83/bb/attapadi-reserve-forest.jpg?w=900&h=600&s=1,Not Available,Not Available
196,Yakshi Statue,Points of Interest & Landmarks,4.5,24 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/d8/5b/2f/yakshi-statue.jpg?w=900&h=600&s=1,8:00 AM - 6:00 PM,Not Available
197,Kannimara Teak,Nature & Wildlife Areas,4.5,38 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ae/d2/98/kannimara-teak.jpg?w=900&h=600&s=1,Not Available,Not Available
198,Kannimara Teak,Not Available,4.5,38 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ae/d2/98/kannimara-teak.jpg?w=900&h=600&s=1,Not Available,Meets animal welfare guidelines
199,Parambikulam Tiger Reserve,Nature & Wildlife Areas,4,61 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/33/34/31/the-tusker-that-we-were.jpg?w=900&h=600&s=1,7:00 AM - 5:00 PM,Not Available
200,Parambikulam Tiger Reserve,Not Available,4,61 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/33/34/31/the-tusker-that-we-were.jpg?w=900&h=600&s=1,7:00 AM - 5:00 PM,Meets animal welfare guidelines
201,Sree Guruvayurappan Temple,Religious Sites,4.5,17 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/4e/72/b2/sree-guruvayurappan-temple.jpg?w=900&h=600&s=1,Not Available,Not Available
202,Kava,Scenic Drives,4.5,34 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/01/e1/bc/kava.jpg?w=900&h=600&s=1,Not Available,Not Available
203,Malampuzha Dam,Dams,4,110 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/42/16/a3/malampuzha-dam.jpg?w=900&h=600&s=1,Not Available,Not Available
204,Kalpathy Temple,Religious Sites,4.5,49 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/8d/ed/1f/kalpathy-temple.jpg?w=900&h=600&s=1,Not Available,Not Available
205,Seethargundu Viewpoint,Historic Sites,4.5,62 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/4e/3a/91/seethargundu-viewpoint.jpg?w=900&h=600&s=1,Not Available,Not Available
206,Seethargundu Viewpoint,Points of Interest & Landmarks,4.5,62 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/4e/3a/91/seethargundu-viewpoint.jpg?w=900&h=600&s=1,Not Available,Not Available
207,Parambikulam Tiger Reserve,Nature & Wildlife Areas,4,224 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/cc/53/f4/getlstd-property-photo.jpg?w=900&h=600&s=1,7:00 AM - 5:00 PM,Not Available
208,Parambikulam Tiger Reserve,Not Available,4,224 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/cc/53/f4/getlstd-property-photo.jpg?w=900&h=600&s=1,7:00 AM - 5:00 PM,Meets animal welfare guidelines
209,Tipu Sultan Fort,Architectural Buildings,4,204 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/7c/99/42/img-5743-largejpg.jpg?w=900&h=600&s=1,Not Available,Not Available
210,Malampuzha Garden and Dam,Gardens,4,332 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e0/95/9b/malampuzha-garden-and.jpg?w=900&h=600&s=1,9:00 AM - 5:00 PM,Not Available
211,Malampuzha Garden and Dam,Dams,4,332 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e0/95/9b/malampuzha-garden-and.jpg?w=900&h=600&s=1,9:00 AM - 5:00 PM,Not Available
212,Chimmony Wildlife Sanctuary,National Parks,4,18 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/c4/60/8b/chimmony-wildlife-sanctuary.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreMeets animal welfare guidelinesSuggest edits to improve what we show.Improve this listing
213,Ilanjippara Waterfall,Waterfalls,4,19 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/13/de/bc/breathtaking-view.jpg?w=1000&h=800&s=1,Not Available,Not Available
214,Ivor Madom Temple,Religious Sites,4.5,7 reviews,Not Available,Not Available,Not Available
215,Parakkottu Kavu Temple,Religious Sites,4.5,9 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/83/89/1e/parakkottu-kavu-temple.jpg?w=1000&h=800&s=1,Not Available,Not Available
216,Nehru Park,Parks,4,33 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/1c/9c/e2/nehru-park.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 1-2 hoursSuggest edits to improve what we show.Improve this listing
217,Shatrughna Temple,Religious Sites,5,8 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/9b/bb/1e/view-from-the-road.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreDuration: 1-2 hoursSuggest edits to improve what we show.Improve this listing
218,Peringalkuthu Dam,Dams,4,20 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/d9/f8/2b/view-of-water-flow-through.jpg?w=1000&h=800&s=1,Not Available,Not Available
219,Vilangan Hills,Nature & Wildlife Areas,3.5,49 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/be/5e/97/vilagan-hills.jpg?w=1000&h=800&s=1,9:00 AM - 7:00 PM,AboutRead moreMeets animal welfare guidelinesSuggest edits to improve what we show.Improve this listing
220,Arattupuzha Temple,Religious Sites,5,12 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e1/0b/d3/aragrupuzha-pooram.jpg?w=1000&h=800&s=1,Not Available,Not Available
221,Poomala Dam,Dams,3.5,43 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/d8/29/fe/poomala-dam.jpg?w=1000&h=800&s=1,Not Available,Not Available
222,Peruvanam Mahadeva Temple,Religious Sites,4.5,15 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/e3/73/3b/temple-from-outside.jpg?w=1000&h=800&s=1,Not Available,Not Available
223,Chimmony Dam,Dams,4,33 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/18/9d/6d/at-chimmony-dam.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreMeets animal welfare guidelinesSuggest edits to improve what we show.Improve this listing
224,Malakkappara,Nature & Wildlife Areas,4,16 reviews,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f5/a3/ec/malakkappara-tea-estate.jpg?w=1000&h=800&s=1,Not Available,AboutRead moreMeets animal welfare guidelinesSuggest edits to improve what we show.Improve this listing
